code,size,rooms,price,url,image_url,type,neighborhood,street,bedrooms,floor,interior,bathrooms,year_built,description,central_heating,yard
A15270,72 m²,3,700 €,https://www.novelestate.com/estate_view.html?id=A15270,https://novelestate.com/images/estate/27533/2.jpeg,rent,Центар,,2,8,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 72 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 700 EUR",Yes,
A5121,72 m²,3,550 €,https://www.novelestate.com/estate_view.html?id=A5121,https://novelestate.com/images/estate/9328/ImageHandler (1).jpg,rent,Центар,,2,3/5,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 72 m2.
 Екстра: Централно Парно, Лифт, Клима.
 Цена: 550 EUR",Yes,
A15226,69 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A15226,https://novelestate.com/images/estate/27443/viber_image_2025-02-05_14-52-06-852.jpg,rent,Центар,,2,8/9,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 69 m2.
 Екстра: Клима, Сопствено парно, Лифт, Реновиран.
 Цена: 500 EUR",,
A15149,111 m²,4,700 €,https://www.novelestate.com/estate_view.html?id=A15149,https://novelestate.com/images/estate/27311/5.jpg,rent,Тафталиџе 1,ул.Багдатска,3,5и6,Наместен,2,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 111 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 700 EUR",Yes,
A6602,80 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A6602,https://novelestate.com/images/estate/12144/stan-pod-naem-vo-taftalidze-2 (5).jpeg,rent,Тафталиџе 2,,2,2,Наместен,1,2010,"Се издава наместен стан во Скопје, Тафталиџе 2 со површина од 80 m2.
 Екстра: Клима, Сопствено парно, Паркинг.
 Цена: 450 EUR",,
A15266,30 m²,1,350 €,https://www.novelestate.com/estate_view.html?id=A15266,https://novelestate.com/images/estate/27525/2.jpg,rent,Тафталиџе 1,,,,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 30 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 350 EUR",Yes,
A15260,30 m²,2,280 €,https://www.novelestate.com/estate_view.html?id=A15260,https://novelestate.com/images/estate/27518/se-iznajmuva-nov-stan-vo-kisela-voda (6).jpeg,rent,Кисела Вода,,1,приземје,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 30 m2.
 Екстра: Централно Парно.
 Цена: 280 EUR",Yes,35м2
A15259,56 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A15259,https://novelestate.com/images/estate/27516/luksuzen-stan-na-vodno (2).jpeg,rent,Водно,ул.Рилски Конгрес,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Водно со површина од 56 m2.
 Екстра: Сопствено парно.
 Цена: 400 EUR",,
A15258,50 m²,2,500 €,https://www.novelestate.com/estate_view.html?id=A15258,https://novelestate.com/images/estate/27515/nevseluvan-stan-vo-kompleksot-east-gate.jpeg,rent,Автокоманда,East Gate Living,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Автокоманда со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 500 EUR",Yes,
A15020,66 m²,3,650 €,https://www.novelestate.com/estate_view.html?id=A15020,https://novelestate.com/images/estate/27135/se-izdava-nov-nevseluvan-luksuzen-stan (1).jpeg,rent,Кисела Вода,,2,4/4,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 66 m2.
 Екстра:.
 Цена: 650 EUR",,
A13850,58 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A13850,https://novelestate.com/images/estate/25111/Se-izdava-nov-celosno-moderno-namesten-stan-Kapistec-58m2.jpeg,rent,Капиштец,,1,5,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 58 m2.
 Екстра: Клима, Греење на струја, Лифт, Нова Зграда, Гаража.
 Цена: 450 EUR",,
A6073,60 m²,2,Please contact,https://www.novelestate.com/estate_view.html?id=A6073,https://novelestate.com/images/estate/10939/se-izdava-stan-od-60m2-so-edna-spalna-vo-michurin.jpeg,rent,Мичурин,,1,3,Наместен,2,,"Се издава наместен стан во Скопје, Мичурин со површина од 60 m2.
 Екстра: Централно Парно, Лифт.
 Цена: 0 EUR",Yes,
A15253,46 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A15253,https://novelestate.com/images/estate/27507/1.jpeg,rent,Карпош 4,,1,4,Наместен,1,2005,"Се издава наместен стан во Скопје, Карпош 4 со површина од 46 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 400 EUR",Yes,
A15250,64 m²,3,700 €,https://www.novelestate.com/estate_view.html?id=A15250,https://novelestate.com/images/estate/27504/1.jpeg,rent,Црниче,,2,приземје,Наместен,1,,"Се издава наместен стан во Скопје, Црниче со површина од 64 m2.
 Екстра: Клима, Греење на струја, Нова Зграда, Гаража.
 Цена: 700 EUR",,
A12862,55 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A12862,https://novelestate.com/images/estate/23468/Aerodrom-sproti-Majcin-Dom (5).jpeg,rent,Аеродром,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 55 m2.
 Екстра: Клима, Централно Парно.
 Цена: 350 EUR",Yes,
A15178,64 m²,3,550 €,https://www.novelestate.com/estate_view.html?id=A15178,https://novelestate.com/images/estate/27360/e8b17e26-adb3-453d-b921-80d09f52d9ee.jpg,rent,Центар,,2,2,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 64 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 550 EUR",Yes,
A15071,46 m²,2,600 €,https://www.novelestate.com/estate_view.html?id=A15071,https://novelestate.com/images/estate/27206/1.jpeg,rent,Центар,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 46 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг.
 Цена: 600 EUR",,
A14392,50 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A14392,https://novelestate.com/images/estate/26105/se-izdava-namesten-stan-na-vodno-so-garaza (1).jpeg,rent,Водно,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Водно со површина од 50 m2.
 Екстра: Сопствено парно, Лифт, Гаража.
 Цена: 450 EUR",,
A15005,93 m²,3,800 €,https://www.novelestate.com/estate_view.html?id=A15005,https://novelestate.com/images/estate/27107/Vodno6.jpg,rent,Водно,,2,2,Наместен,2,,"Се издава наместен стан во Скопје, Водно со површина од 93 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда.
 Цена: 800 EUR",,
A14816,87 m²,3,900 €,https://www.novelestate.com/estate_view.html?id=A14816,https://novelestate.com/images/estate/26819/viber_image_2024-03-04_11-36-29-586.jpg,rent,Центар,Diamond of Skopje,2,17,Празен,2,2023,"Се издава празен стан во Скопје, Центар со површина од 87 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Кујнски елементи, Кујнски апарати, Паркинг.
 Цена: 900 EUR",Yes,
A15223,70 m²,3,900 €,https://www.novelestate.com/estate_view.html?id=A15223,https://novelestate.com/images/estate/27440/7.jpeg,rent,Тафталиџе 1,,2,приземје,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 70 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда, Паркинг.
 Цена: 900 EUR",,+50м2
A15066,86 m²,3,300 €,https://www.novelestate.com/estate_view.html?id=A15066,https://novelestate.com/images/estate/27199/fc928092-e0b9-4892-9a3a-8ae62dc49f3b.jpg,rent,Водно,ул.Салвадор Аљенде,2,приземје,Празен,2,,"Се издава празен стан во Скопје, Водно со површина од 86 m2.
 Екстра: Клима, Сопствено парно, Кујнски елементи, Кујнски апарати.
 Цена: 300 EUR",,
A13941,70 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A13941,https://novelestate.com/images/estate/25267/Se-izdava-stan-kompletno-namesten-Taflatidze (8).jpeg,rent,Тафталиџе 1,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 70 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг.
 Цена: 500 EUR",,
A14180,78 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A14180,https://novelestate.com/images/estate/25751/cacb761f-c275-496a-9d9b-d6792efadb36.jpg,rent,Тафталиџе 1,,2,2,Наместен,2,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 78 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 450 EUR",Yes,
A9212,95 m²,3,420 €,https://www.novelestate.com/estate_view.html?id=A9212,https://novelestate.com/images/estate/16976/SE-IZDAVA-STAN-95m2-VODNO.jpeg,rent,Водно,,2,1,Наместен,2,,"Се издава наместен стан во Скопје, Водно со површина од 95 m2.
 Екстра: Сопствено парно, Паркинг, Студенти.
 Цена: 420 EUR",,
A9832,58 m²,3,300 €,https://www.novelestate.com/estate_view.html?id=A9832,https://novelestate.com/images/estate/17997/Se-izdava-kompletno-namesten-stan-vo-Novo-Lisice (1).jpeg,rent,Ново Лисиче,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Ново Лисиче со површина од 58 m2.
 Екстра: Централно Парно.
 Цена: 300 EUR",Yes,
A14870,35 m²,1,350 €,https://www.novelestate.com/estate_view.html?id=A14870,https://novelestate.com/images/estate/26914/8.jpeg,rent,Центар - Универзална Сала,,,5,Наместен,1,,"Се издава наместен стан во Скопје, Центар - Универзална Сала со површина од 35 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 350 EUR",Yes,
